Transaction_ID,User_ID,Date,Description,Category 1,Category 2,Category 3,Debit,Credit,Balance,Type
797,456,2021-04-16,Ticketek,Expense,Leisure & Lifestyle,Events & Gigs,378.44,0,19737.93,D
791,456,2021-04-18,Stock Purchase,Expense,Personal,Investments,861.57,0,18876.36,D
786,456,2021-04-19,Sydney Water,Expense,Household,Utilities,61.17,0,18815.19,D
790,456,2021-04-24,Aldi,Expense,Household,Groceries,290.83,0,18524.36,D
796,456,2021-04-24,UberEats,Expense,Leisure & Lifestyle,Takeaway,169.12,0,18355.24,D
795,456,2021-04-28,Apple Music,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",368.41,0,17986.83,D
798,456,2021-05-01,Salary,Income,Income,Wages,0,8000,25986.83,C
810,456,2021-05-02,Tutoring Service,Expense,Personal,Education,312.61,0,25674.22,D
813,456,2021-05-03,Stock Purchase,Expense,Personal,Investments,238.63,0,25435.59,D
817,456,2021-05-05,Sydney Olympic Park,Expense,Transport,Parking,269.87,0,25165.72,D
814,456,2021-05-06,Baby Bunting,Expense,Personal,Children & Family,21.18,0,25144.54,D
802,456,2021-05-07,Car Loan Provider,Expense,Transport,Car Repayments,367.67,0,24776.87,D
808,456,2021-05-09,Domino's Online,Expense,Leisure & Lifestyle,Takeaway,204.72,0,24572.15,D
815,456,2021-05-09,DiDi,Expense,Transport,Taxies & Share Cars,430.37,0,24141.78,D
799,456,2021-05-11,Petbarn,Expense,Household,Pets,455.41,0,23686.37,D
806,456,2021-05-16,Hungry Jack's,Expense,Leisure & Lifestyle,Restaurants & Cafes,291.45,0,23394.92,D
816,456,2021-05-17,Stock Purchase,Income,Income,Investments,449.07,0,22945.85,D
809,456,2021-05-18,Tatts,Expense,Leisure & Lifestyle,Lottery & Gambling,120.0,0,22825.85,D
800,456,2021-05-20,Sports Equipment Store,Expense,Leisure & Lifestyle,Hobbies,105.44,0,22720.41,D
812,456,2021-05-20,Adelaide Metro,Expense,Transport,Public Transport,374.8,0,22345.61,D
805,456,2021-05-21,Stock Purchase,Expense,Personal,Investments,871.86,0,21473.75,D
801,456,2021-05-25,GoCatch,Expense,Transport,Taxies & Share Cars,158.47,0,21315.28,D
811,456,2021-05-25,Myki,Expense,Transport,Public Transport,430.57,0,20884.71,D
804,456,2021-05-26,Toyota Finance,Expense,Transport,Car Repayments,265.55,0,20619.16,D
803,456,2021-05-28,Local Pub,Expense,Leisure & Lifestyle,Pubs & Bars,358.05,0,20261.11,D
807,456,2021-05-28,Shell,Expense,Transport,Fuel,296.84,0,19964.27,D
818,456,2021-06-01,Salary,Income,Income,Wages,0,8000,27964.27,C
823,456,2021-06-05,Amaysim,Expense,Personal,Mobile Phone,457.11,0,27507.16,D
828,456,2021-06-05,Stock Purchase,Income,Income,Investments,877.2,0,26629.96,D
842,456,2021-06-07,Landlord,Expense,Household,Rent & Mortgage,454.69,0,26175.27,D
822,456,2021-06-09,Printing Service,Expense,Personal,Life Admin,367.58,0,25807.69,D
846,456,2021-06-09,Opal Card,Expense,Transport,Public Transport,324.29,0,25483.4,D
840,456,2021-06-10,Bunnings Warehouse,Expense,Household,Maintenance & Improvements,65.17,0,25418.23,D
841,456,2021-06-10,UberEats,Expense,Leisure & Lifestyle,Takeaway,213.13,0,25205.1,D
845,456,2021-06-11,Priceline Pharmacy,Expense,Personal,Health & Medical,276.28,0,24928.82,D
830,456,2021-06-13,Yoga Studio,Expense,Personal,Fitness & Wellbeing,131.95,0,24796.87,D
839,456,2021-06-13,Steam,Expense,Leisure & Lifestyle,"Apps, Games & Software",276.97,0,24519.9,D
834,456,2021-06-14,GoFundMe,Expense,Personal,Gifts & Donations,422.53,0,24097.37,D
826,456,2021-06-15,Aldi,Expense,Household,Groceries,172.49,0,23924.88,D
831,456,2021-06-18,PetSmart,Expense,Household,Pets,175.36,0,23749.52,D
832,456,2021-06-19,PetSmart,Expense,Household,Pets,419.53,0,23329.99,D
844,456,2021-06-19,Expedia,Expense,Leisure & Lifestyle,Holidays & Travel,53.74,0,23276.25,D
820,456,2021-06-20,Airbnb,Expense,Leisure & Lifestyle,Holidays & Travel,494.41,0,22781.84,D
838,456,2021-06-20,AGL,Expense,Household,Utilities,370.99,0,22410.85,D
833,456,2021-06-21,Apple Music,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",499.72,0,21911.13,D
847,456,2021-06-21,Eventbrite,Expense,Leisure & Lifestyle,Events & Gigs,357.82,0,21553.31,D
836,456,2021-06-23,City of Melbourne,Expense,Transport,Parking,338.43,0,21214.88,D
824,456,2021-06-24,Shell,Expense,Transport,Fuel,238.96,0,20975.92,D
827,456,2021-06-24,Stock Purchase,Income,Income,Investments,180.29,0,20795.63,D
837,456,2021-06-24,The Iconic,Expense,Personal,Clothing & Accessories,324.2,0,20471.43,D
843,456,2021-06-25,Liquorland,Expense,Leisure & Lifestyle,Alcohol,37.27,0,20434.16,D
821,456,2021-06-26,Lawyer,Expense,Personal,Life Admin,182.42,0,20251.74,D
825,456,2021-06-26,IKEA,Expense,Household,Maintenance & Improvements,312.19,0,19939.55,D
835,456,2021-06-26,RACV,Expense,Transport,"Car Insurance, Rego & Maintenance",366.16,0,19573.39,D
829,456,2021-06-27,Stock Purchase,Income,Income,Investments,748.12,0,18825.27,D
819,456,2021-06-29,Hair Salon,Expense,Personal,Hair & Beauty,214.15,0,18611.12,D
848,456,2021-07-01,Salary,Income,Income,Wages,0,8000,26611.12,C
857,456,2021-07-02,Crown Casino,Expense,Leisure & Lifestyle,Lottery & Gambling,446.07,0,26165.05,D
866,456,2021-07-06,Stock Purchase,Income,Income,Investments,886.98,0,25278.07,D
852,456,2021-07-07,Apple Music,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",313.9,0,24964.17,D
875,456,2021-07-07,Domino's Online,Expense,Leisure & Lifestyle,Takeaway,59.91,0,24904.26,D
856,456,2021-07-08,Toyota Finance,Expense,Transport,Car Repayments,132.76,0,24771.5,D
858,456,2021-07-08,Stock Purchase,Expense,Personal,Investments,976.95,0,23794.55,D
859,456,2021-07-08,Stock Purchase,Expense,Personal,Investments,166.81,0,23627.74,D
849,456,2021-07-10,PayPal,Transfer,Transfer,Transfer,253.17,0,23374.57,D
850,456,2021-07-10,Suncorp,Expense,Transport,"Car Insurance, Rego & Maintenance",256.94,0,23117.63,D
870,456,2021-07-10,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,339.69,0,22777.94,D
853,456,2021-07-12,Sephora,Expense,Personal,Hair & Beauty,170.69,0,22607.25,D
869,456,2021-07-12,Stock Purchase,Expense,Personal,Investments,135.29,0,22471.96,D
864,456,2021-07-13,Moshtix,Expense,Leisure & Lifestyle,Events & Gigs,339.48,0,22132.48,D
871,456,2021-07-14,Linkt,Expense,Transport,Tolls,238.35,0,21894.13,D
865,456,2021-07-16,Greencross Vets,Expense,Household,Pets,115.28,0,21778.85,D
862,456,2021-07-17,Toys R Us,Expense,Personal,Children & Family,471.57,0,21307.28,D
854,456,2021-07-19,Toys R Us,Expense,Personal,Children & Family,291.98,0,21015.3,D
861,456,2021-07-19,Bicycle Network,Expense,Transport,Cycling,170.34,0,20844.96,D
867,456,2021-07-19,Bank Transfer,Transfer,Transfer,Transfer,410.1,0,20434.86,D
872,456,2021-07-19,Car Dealership,Expense,Transport,Car Repayments,339.74,0,20095.12,D
863,456,2021-07-20,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,164.92,0,19930.2,D
855,456,2021-07-21,Baby Bunting,Expense,Personal,Children & Family,387.9,0,19542.3,D
851,456,2021-07-23,Sports Bar,Expense,Leisure & Lifestyle,Pubs & Bars,64.81,0,19477.49,D
874,456,2021-07-25,Ticketmaster,Expense,Leisure & Lifestyle,Events & Gigs,21.82,0,19455.67,D
873,456,2021-07-27,Toyota Finance,Expense,Transport,Car Repayments,352.11,0,19103.56,D
860,456,2021-07-28,Stock Purchase,Income,Income,Investments,911.06,0,18192.5,D
868,456,2021-07-29,Domino's Online,Expense,Leisure & Lifestyle,Takeaway,127.26,0,18065.24,D
876,456,2021-08-01,Salary,Income,Income,Wages,0,8000,26065.24,C
890,456,2021-08-04,Hungry Jack's,Expense,Leisure & Lifestyle,Restaurants & Cafes,240.05,0,25825.19,D
888,456,2021-08-05,Allianz,Expense,Household,Rates & Insurance,213.35,0,25611.84,D
887,456,2021-08-06,BWS,Expense,Leisure & Lifestyle,Alcohol,70.78,0,25541.06,D
883,456,2021-08-07,Ticketek,Expense,Leisure & Lifestyle,Events & Gigs,390.64,0,25150.42,D
881,456,2021-08-09,Online Course Provider,Expense,Personal,Education,390.78,0,24759.64,D
896,456,2021-08-09,Stock Purchase,Expense,Personal,Investments,784.31,0,23975.33,D
892,456,2021-08-10,Lowe's,Expense,Household,Maintenance & Improvements,81.45,0,23893.88,D
879,456,2021-08-13,NIB,Expense,Personal,Health & Medical,331.56,0,23562.32,D
885,456,2021-08-13,Music Store,Expense,Leisure & Lifestyle,Hobbies,442.53,0,23119.79,D
889,456,2021-08-13,Sportsbet,Expense,Leisure & Lifestyle,Lottery & Gambling,214.09,0,22905.7,D
880,456,2021-08-14,Deliveroo,Expense,Leisure & Lifestyle,Takeaway,367.25,0,22538.45,D
886,456,2021-08-14,Bunnings Warehouse,Expense,Household,Maintenance & Improvements,148.86,0,22389.59,D
894,456,2021-08-15,EnergyAustralia,Expense,Household,Utilities,490.41,0,21899.18,D
877,456,2021-08-17,Expedia,Expense,Leisure & Lifestyle,Holidays & Travel,90.78,0,21808.4,D
882,456,2021-08-18,Allianz,Expense,Transport,"Car Insurance, Rego & Maintenance",413.1,0,21395.3,D
878,456,2021-08-20,Origin Energy,Expense,Household,Utilities,459.69,0,20935.61,D
891,456,2021-08-23,Bank Transfer,Transfer,Transfer,Transfer,60.13,0,20875.48,D
893,456,2021-08-25,Vape Shop,Expense,Leisure & Lifestyle,Tobacco & Vaping,13.31,0,20862.17,D
884,456,2021-08-28,Local Pub,Expense,Leisure & Lifestyle,Pubs & Bars,190.26,0,20671.91,D
895,456,2021-08-28,Liquorland,Expense,Leisure & Lifestyle,Alcohol,253.9,0,20418.01,D
897,456,2021-09-01,Salary,Income,Income,Wages,0,8000,28418.01,C
898,456,2021-09-03,Wilson Parking,Expense,Transport,Parking,45.61,0,28372.4,D
913,456,2021-09-03,Nail Salon,Expense,Personal,Hair & Beauty,385.54,0,27986.86,D
908,456,2021-09-08,H&M,Expense,Personal,Clothing & Accessories,94.5,0,27892.36,D
900,456,2021-09-09,BWS,Expense,Leisure & Lifestyle,Alcohol,210.07,0,27682.29,D
912,456,2021-09-10,Aldi,Expense,Household,Groceries,308.02,0,27374.27,D
905,456,2021-09-14,Apple Music,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",337.8,0,27036.47,D
906,456,2021-09-15,BP,Expense,Transport,Fuel,478.48,0,26557.99,D
903,456,2021-09-16,Booking.com,Expense,Leisure & Lifestyle,Holidays & Travel,376.52,0,26181.47,D
904,456,2021-09-16,Liquorland,Expense,Leisure & Lifestyle,Alcohol,195.64,0,25985.83,D
899,456,2021-09-19,Toyota Finance,Expense,Transport,Car Repayments,297.6,0,25688.23,D
910,456,2021-09-20,Uber,Expense,Transport,Taxies & Share Cars,209.55,0,25478.68,D
901,456,2021-09-21,Gym Membership,Expense,Personal,Fitness & Wellbeing,44.19,0,25434.49,D
902,456,2021-09-24,NRMA,Expense,Transport,"Car Insurance, Rego & Maintenance",95.03,0,25339.46,D
907,456,2021-09-25,Childcare Center,Expense,Personal,Children & Family,335.44,0,25004.02,D
911,456,2021-09-27,Stock Purchase,Income,Income,Investments,168.81,0,24835.21,D
909,456,2021-09-28,Bunnings Warehouse,Expense,Household,Maintenance & Improvements,252.41,0,24582.8,D
914,456,2021-10-01,Salary,Income,Income,Wages,0,8000,32582.8,C
931,456,2021-10-03,Rooftop Bar,Expense,Leisure & Lifestyle,Pubs & Bars,26.21,0,32556.59,D
937,456,2021-10-04,13cabs,Expense,Transport,Taxies & Share Cars,143.19,0,32413.4,D
932,456,2021-10-05,IKEA,Expense,Household,Maintenance & Improvements,34.09,0,32379.31,D
925,456,2021-10-07,Yoga Studio,Expense,Personal,Fitness & Wellbeing,230.45,0,32148.86,D
927,456,2021-10-07,E-Toll,Expense,Transport,Tolls,299.84,0,31849.02,D
915,456,2021-10-08,YouTube Premium,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",284.91,0,31564.11,D
916,456,2021-10-09,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,432.03,0,31132.08,D
941,456,2021-10-09,Car Dealership,Expense,Transport,Car Repayments,238.75,0,30893.33,D
930,456,2021-10-10,Hair Salon,Expense,Personal,Hair & Beauty,21.47,0,30871.86,D
935,456,2021-10-10,KFC,Expense,Leisure & Lifestyle,Restaurants & Cafes,377.86,0,30494.0,D
928,456,2021-10-11,E-Toll,Expense,Transport,Tolls,232.43,0,30261.57,D
929,456,2021-10-11,Domino's Pizza,Expense,Leisure & Lifestyle,Restaurants & Cafes,474.94,0,29786.63,D
923,456,2021-10-12,Home Depot,Expense,Household,Maintenance & Improvements,339.24,0,29447.39,D
933,456,2021-10-13,Bunnings Warehouse,Expense,Household,Maintenance & Improvements,492.99,0,28954.4,D
942,456,2021-10-13,Mortgage Lender,Expense,Household,Rent & Mortgage,492.79,0,28461.61,D
922,456,2021-10-15,Zara,Expense,Personal,Clothing & Accessories,261.13,0,28200.48,D
921,456,2021-10-16,Accountant,Expense,Personal,Life Admin,413.63,0,27786.85,D
934,456,2021-10-20,Petbarn,Expense,Household,Pets,311.78,0,27475.07,D
944,456,2021-10-20,TPG,Expense,Household,Internet,35.3,0,27439.77,D
938,456,2021-10-21,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",96.87,0,27342.9,D
917,456,2021-10-22,Vape Shop,Expense,Leisure & Lifestyle,Tobacco & Vaping,333.21,0,27009.69,D
920,456,2021-10-23,Adobe Creative Cloud,Expense,Leisure & Lifestyle,"Apps, Games & Software",12.4,0,26997.29,D
918,456,2021-10-25,Rooftop Bar,Expense,Leisure & Lifestyle,Pubs & Bars,400.82,0,26596.47,D
926,456,2021-10-26,Boost Mobile,Expense,Personal,Mobile Phone,322.16,0,26274.31,D
936,456,2021-10-26,Stock Purchase,Income,Income,Investments,903.05,0,25371.26,D
919,456,2021-10-27,Adelaide Metro,Expense,Transport,Public Transport,101.65,0,25269.61,D
943,456,2021-10-27,Coles,Expense,Household,Groceries,251.33,0,25018.28,D
940,456,2021-10-28,H&M,Expense,Personal,Clothing & Accessories,118.34,0,24899.94,D
924,456,2021-10-29,GoFundMe,Expense,Personal,Gifts & Donations,454.08,0,24445.86,D
939,456,2021-10-29,Adobe Creative Cloud,Expense,Leisure & Lifestyle,"Apps, Games & Software",214.37,0,24231.49,D
945,456,2021-11-01,Salary,Income,Income,Wages,0,8000,32231.49,C
948,456,2021-11-05,Local Pub,Expense,Leisure & Lifestyle,Pubs & Bars,150.93,0,32080.56,D
951,456,2021-11-05,IKEA,Expense,Household,Maintenance & Improvements,248.53,0,31832.03,D
946,456,2021-11-06,Costco,Expense,Household,Groceries,70.07,0,31761.96,D
947,456,2021-11-06,Stan,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",131.82,0,31630.14,D
949,456,2021-11-06,Adobe Creative Cloud,Expense,Leisure & Lifestyle,"Apps, Games & Software",217.08,0,31413.06,D
950,456,2021-11-20,Bank Transfer,Transfer,Transfer,Transfer,430.22,0,30982.84,D
954,456,2021-11-20,Rooftop Bar,Expense,Leisure & Lifestyle,Pubs & Bars,331.11,0,30651.73,D
952,456,2021-11-29,Spotify,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",233.71,0,30418.02,D
953,456,2021-11-29,RSPCA,Expense,Household,Pets,458.24,0,29959.78,D
955,456,2021-12-01,Salary,Income,Income,Wages,0,8000,37959.78,C
961,456,2021-12-03,Vodafone,Expense,Personal,Mobile Phone,43.01,0,37916.77,D
969,456,2021-12-03,Toyota Finance,Expense,Transport,Car Repayments,490.99,0,37425.78,D
958,456,2021-12-04,Toyota Finance,Expense,Transport,Car Repayments,276.54,0,37149.24,D
967,456,2021-12-06,Priceline Pharmacy,Expense,Personal,Health & Medical,409.3,0,36739.94,D
966,456,2021-12-07,Bank Transfer,Transfer,Transfer,Transfer,179.59,0,36560.35,D
965,456,2021-12-12,Mortgage Lender,Expense,Household,Rent & Mortgage,195.56,0,36364.79,D
963,456,2021-12-14,Cycling Apparel Store,Expense,Transport,Cycling,427.8,0,35936.99,D
971,456,2021-12-14,Stock Purchase,Expense,Personal,Investments,154.0,0,35782.99,D
973,456,2021-12-15,Charity Organization,Expense,Personal,Gifts & Donations,449.36,0,35333.63,D
956,456,2021-12-17,Bunnings Warehouse,Expense,Household,Maintenance & Improvements,242.77,0,35090.86,D
964,456,2021-12-19,Bank Transfer,Transfer,Transfer,Transfer,175.86,0,34915.0,D
960,456,2021-12-22,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,25.24,0,34889.76,D
968,456,2021-12-22,Car Dealership,Expense,Transport,Car Repayments,177.79,0,34711.97,D
957,456,2021-12-25,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,189.83,0,34522.14,D
970,456,2021-12-25,RSPCA,Expense,Household,Pets,103.42,0,34418.72,D
962,456,2021-12-28,Childcare Center,Expense,Personal,Children & Family,477.47,0,33941.25,D
972,456,2021-12-28,UberEats,Expense,Leisure & Lifestyle,Takeaway,421.07,0,33520.18,D
959,456,2021-12-29,Opal Card,Expense,Transport,Public Transport,438.16,0,33082.02,D
974,456,2022-01-01,Salary,Income,Income,Wages,0,8000,41082.02,C
990,456,2022-01-05,Nail Salon,Expense,Personal,Hair & Beauty,151.08,0,40930.94,D
983,456,2022-01-07,Vodafone,Expense,Household,Internet,264.31,0,40666.63,D
981,456,2022-01-08,Domino's Online,Expense,Leisure & Lifestyle,Takeaway,441.19,0,40225.44,D
993,456,2022-01-09,Ticketek,Expense,Leisure & Lifestyle,Events & Gigs,250.78,0,39974.66,D
979,456,2022-01-13,Real Estate Agency,Expense,Household,Rent & Mortgage,377.07,0,39597.59,D
987,456,2022-01-13,NRMA,Expense,Transport,"Car Insurance, Rego & Maintenance",22.73,0,39574.86,D
980,456,2022-01-16,Stock Purchase,Income,Income,Investments,494.54,0,39080.32,D
992,456,2022-01-17,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,266.52,0,38813.8,D
976,456,2022-01-19,Bank Transfer,Transfer,Transfer,Transfer,98.75,0,38715.05,D
985,456,2022-01-22,Costco,Expense,Household,Groceries,110.79,0,38604.26,D
991,456,2022-01-22,Post Office,Expense,Personal,Life Admin,451.38,0,38152.88,D
982,456,2022-01-23,Sports Bar,Expense,Leisure & Lifestyle,Pubs & Bars,66.44,0,38086.44,D
986,456,2022-01-24,Art Supply Store,Expense,Leisure & Lifestyle,Hobbies,436.43,0,37650.01,D
988,456,2022-01-24,The Iconic,Expense,Personal,Clothing & Accessories,433.5,0,37216.51,D
977,456,2022-01-26,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,208.08,0,37008.43,D
989,456,2022-01-26,Cigarettes,Expense,Leisure & Lifestyle,Tobacco & Vaping,67.04,0,36941.39,D
975,456,2022-01-27,Sports Equipment Store,Expense,Leisure & Lifestyle,Hobbies,164.57,0,36776.82,D
978,456,2022-01-28,Suncorp,Expense,Household,Rates & Insurance,314.93,0,36461.89,D
984,456,2022-01-28,Lowe's,Expense,Household,Maintenance & Improvements,92.47,0,36369.42,D
994,456,2022-02-01,Salary,Income,Income,Wages,0,8000,44369.42,C
996,456,2022-02-03,McDonald's,Expense,Leisure & Lifestyle,Restaurants & Cafes,68.09,0,44301.33,D
1015,456,2022-02-05,Ticketek,Expense,Leisure & Lifestyle,Events & Gigs,121.04,0,44180.29,D
1009,456,2022-02-07,Telstra,Expense,Personal,Mobile Phone,387.55,0,43792.74,D
1011,456,2022-02-07,Cigarettes,Expense,Leisure & Lifestyle,Tobacco & Vaping,254.13,0,43538.61,D
1012,456,2022-02-07,EnergyAustralia,Expense,Household,Utilities,275.44,0,43263.17,D
999,456,2022-02-08,Gym Membership,Expense,Personal,Fitness & Wellbeing,57.49,0,43205.68,D
1004,456,2022-02-08,Apple Music,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",63.61,0,43142.07,D
1005,456,2022-02-11,RACV,Expense,Transport,"Car Insurance, Rego & Maintenance",355.26,0,42786.81,D
997,456,2022-02-12,CityLink,Expense,Transport,Tolls,48.87,0,42737.94,D
1003,456,2022-02-12,Stock Purchase,Income,Income,Investments,963.32,0,41774.62,D
1019,456,2022-02-13,Printing Service,Expense,Personal,Life Admin,332.37,0,41442.25,D
998,456,2022-02-15,Baby Bunting,Expense,Personal,Children & Family,355.16,0,41087.09,D
995,456,2022-02-16,United Petroleum,Expense,Transport,Fuel,282.9,0,40804.19,D
1008,456,2022-02-16,Dan Murphy's,Expense,Leisure & Lifestyle,Alcohol,374.01,0,40430.18,D
1016,456,2022-02-16,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,404.11,0,40026.07,D
1000,456,2022-02-17,Qantas,Expense,Leisure & Lifestyle,Holidays & Travel,299.28,0,39726.79,D
1017,456,2022-02-17,Allianz,Expense,Household,Rates & Insurance,48.98,0,39677.81,D
1013,456,2022-02-18,IGA,Expense,Household,Groceries,244.28,0,39433.53,D
1002,456,2022-02-19,City of Melbourne,Expense,Transport,Parking,165.07,0,39268.46,D
1006,456,2022-02-19,Stock Purchase,Expense,Personal,Investments,515.2,0,38753.26,D
1018,456,2022-02-20,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,172.16,0,38581.1,D
1014,456,2022-02-22,Toyota Finance,Expense,Transport,Car Repayments,426.87,0,38154.23,D
1007,456,2022-02-26,Netflix,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",230.38,0,37923.85,D
1010,456,2022-02-26,EnergyAustralia,Expense,Household,Utilities,401.25,0,37522.6,D
1001,456,2022-02-27,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,400.05,0,37122.55,D
1020,456,2022-03-01,Salary,Income,Income,Wages,0,8000,45122.55,C
1021,456,2022-03-02,Vodafone,Expense,Personal,Mobile Phone,83.68,0,45038.87,D
1030,456,2022-03-03,Online Course Provider,Expense,Personal,Education,119.75,0,44919.12,D
1037,456,2022-03-03,DiDi,Expense,Transport,Taxies & Share Cars,350.76,0,44568.36,D
1034,456,2022-03-04,7-Eleven,Expense,Transport,Fuel,272.01,0,44296.35,D
1026,456,2022-03-08,Post Office,Expense,Personal,Life Admin,229.64,0,44066.71,D
1035,456,2022-03-09,Allianz,Expense,Household,Rates & Insurance,58.66,0,44008.05,D
1029,456,2022-03-10,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",491.12,0,43516.93,D
1036,456,2022-03-11,BP,Expense,Transport,Fuel,204.79,0,43312.14,D
1023,456,2022-03-14,TPG,Expense,Household,Internet,294.68,0,43017.46,D
1032,456,2022-03-16,NRMA,Expense,Household,Rates & Insurance,202.27,0,42815.19,D
1033,456,2022-03-17,Medibank,Expense,Personal,Health & Medical,280.39,0,42534.8,D
1028,456,2022-03-18,Childcare Center,Expense,Personal,Children & Family,13.12,0,42521.68,D
1022,456,2022-03-22,Baby Bunting,Expense,Personal,Children & Family,189.87,0,42331.81,D
1025,456,2022-03-22,DiDi,Expense,Transport,Taxies & Share Cars,77.73,0,42254.08,D
1027,456,2022-03-25,Coles,Expense,Household,Groceries,139.93,0,42114.15,D
1031,456,2022-03-26,Steam,Expense,Leisure & Lifestyle,"Apps, Games & Software",348.22,0,41765.93,D
1024,456,2022-03-29,Birthday Gift,Expense,Personal,Gifts & Donations,162.09,0,41603.84,D
1038,456,2022-04-01,Salary,Income,Income,Wages,0,8000,49603.84,C
1047,456,2022-04-02,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,140.62,0,49463.22,D
1056,456,2022-04-02,Online Course Provider,Expense,Personal,Education,67.81,0,49395.41,D
1068,456,2022-04-02,The Lott,Expense,Leisure & Lifestyle,Lottery & Gambling,139.68,0,49255.73,D
1049,456,2022-04-03,Subway,Expense,Leisure & Lifestyle,Restaurants & Cafes,227.89,0,49027.84,D
1053,456,2022-04-03,Stock Purchase,Income,Income,Investments,389.94,0,48637.9,D
1064,456,2022-04-05,Childcare Center,Expense,Personal,Children & Family,200.44,0,48437.46,D
1041,456,2022-04-08,CityLink,Expense,Transport,Tolls,283.7,0,48153.76,D
1067,456,2022-04-08,Car Dealership,Expense,Transport,Car Repayments,145.63,0,48008.13,D
1051,456,2022-04-09,QBE,Expense,Household,Rates & Insurance,230.49,0,47777.64,D
1048,456,2022-04-10,Stock Purchase,Income,Income,Investments,430.27,0,47347.37,D
1052,456,2022-04-12,Opal Card,Expense,Transport,Public Transport,146.89,0,47200.48,D
1055,456,2022-04-13,City of Melbourne,Expense,Transport,Parking,362.9,0,46837.58,D
1058,456,2022-04-13,Stock Purchase,Expense,Personal,Investments,590.28,0,46247.3,D
1060,456,2022-04-13,Steam,Expense,Leisure & Lifestyle,"Apps, Games & Software",167.0,0,46080.3,D
1061,456,2022-04-16,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,119.27,0,45961.03,D
1042,456,2022-04-17,BWS,Expense,Leisure & Lifestyle,Alcohol,249.16,0,45711.87,D
1046,456,2022-04-19,EastLink,Expense,Transport,Tolls,249.13,0,45462.74,D
1054,456,2022-04-19,Stock Purchase,Expense,Personal,Investments,453.55,0,45009.19,D
1045,456,2022-04-21,Sydney Olympic Park,Expense,Transport,Parking,201.3,0,44807.89,D
1063,456,2022-04-22,IGA,Expense,Household,Groceries,99.3,0,44708.59,D
1066,456,2022-04-22,The Iconic,Expense,Personal,Clothing & Accessories,355.22,0,44353.37,D
1057,456,2022-04-23,Bank Transfer,Transfer,Transfer,Transfer,74.23,0,44279.14,D
1050,456,2022-04-24,Tatts,Expense,Leisure & Lifestyle,Lottery & Gambling,337.94,0,43941.2,D
1040,456,2022-04-26,Birthday Gift,Expense,Personal,Gifts & Donations,239.17,0,43702.03,D
1044,456,2022-04-27,University,Expense,Personal,Education,23.79,0,43678.24,D
1065,456,2022-04-27,Mortgage Lender,Expense,Household,Rent & Mortgage,28.17,0,43650.07,D
1059,456,2022-04-28,Mortgage Lender,Expense,Household,Rent & Mortgage,493.03,0,43157.04,D
1039,456,2022-04-29,Amaysim,Expense,Personal,Mobile Phone,191.52,0,42965.52,D
1043,456,2022-04-29,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,79.25,0,42886.27,D
1062,456,2022-04-29,Netflix,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",214.59,0,42671.68,D
1069,456,2022-05-01,Salary,Income,Income,Wages,0,8000,50671.68,C
1071,456,2022-05-03,EnergyAustralia,Expense,Household,Utilities,127.22,0,50544.46,D
1078,456,2022-05-03,Home Depot,Expense,Household,Maintenance & Improvements,71.81,0,50472.65,D
1074,456,2022-05-04,Toyota Finance,Expense,Transport,Car Repayments,129.18,0,50343.47,D
1073,456,2022-05-08,Cigars,Expense,Leisure & Lifestyle,Tobacco & Vaping,185.31,0,50158.16,D
1076,456,2022-05-08,Fitness First,Expense,Personal,Fitness & Wellbeing,25.12,0,50133.04,D
1081,456,2022-05-12,IKEA,Expense,Household,Maintenance & Improvements,190.59,0,49942.45,D
1082,456,2022-05-16,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,465.47,0,49476.98,D
1083,456,2022-05-16,Chemist Warehouse,Expense,Personal,Health & Medical,216.38,0,49260.6,D
1079,456,2022-05-17,Domino's Pizza,Expense,Leisure & Lifestyle,Restaurants & Cafes,307.33,0,48953.27,D
