Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
3/9/2020,Tabcorp ,564,0,88179,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
3/9/2020,Payday Advance ,236,0,87943,Income,Income,Other Income,DR
4/9/2020,Guardian Childcare & Education ,21,0,87922,Expense,Personal,Children & Family,DR
4/9/2020,Petbarn ,570,0,87352,Expense,Household,Pets,DR
5/9/2020,Bulk Billing Doctor ,131,0,87221,Expense,Personal,Health & Medical,DR
6/9/2020,Foxtel ,368,0,86853,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
6/9/2020,Dan Murphy’s ,417,0,86436,Expense,Leisure & Lifestyle,Alcohol,DR
7/9/2020,Shell V Power,23,0,86413,Expense,Transport,Fuel,DR
9/9/2020,Jetts Fitness ,192,0,86221,Expense,Personal,Fitness & Wellbeing,DR
11/9/2020,QBE Insurance Claim Payout ,292,0,85929,Income,Income,Other Income,DR
11/9/2020,Optometrist ,137,0,85792,Expense,Personal,Health & Medical,DR
11/9/2020,IKEA ,183,0,85609,Expense,Household,Maintenance & Improvements,DR
12/9/2020,Airbnb Host Income ,169,0,85440,Income,Income,Other Income,DR
13/9/2020,Rooftop Bar ,13,0,85427,Expense,Leisure & Lifestyle,Pubs & Bars,DR
13/9/2020,School Locker ,21,0,85406,Expense,Personal,Children & Family,DR
13/9/2020,NRMA Roadside Assistance ,235,0,85171,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
14/9/2020,Target ,280,0,84891,Expense,Personal,Clothing & Accessories,DR
14/9/2020, Brisbane City Council ,20,0,84871,Expense,Household,Rates & Insurance,DR
15/9/2020,Caltex ,137,0,84734,Expense,Transport,Fuel,DR
15/9/2020,ALDI ,127,0,84607,Expense,Household,Groceries,DR
15/9/2020,Child Support Agency Deposit ,104,0,84503,Income,Income,Other Income,DR
16/9/2020,Rebel Sport ,209,0,84294,Expense,Personal,Fitness & Wellbeing,DR
16/9/2020,Soccer Clubs ,126,0,84168,Expense,Personal,Fitness & Wellbeing,DR
17/9/2020,David Jones ,114,0,84054,Expense,Personal,Clothing & Accessories,DR
17/9/2020,T2 Tea ,122,0,83932,Expense,Personal,Fitness & Wellbeing,DR
19/9/2020,Vodafone Prepaid ,158,0,83774,Expense,Personal,Mobile Phone,DR
19/9/2020, BSA Ltd ,155,0,83619,Expense,Household,Maintenance & Improvements,DR
20/9/2020,Fitness First ,62,0,83557,Expense,Personal,Fitness & Wellbeing,DR
20/9/2020, Jim's Mowing ,154,0,83403,Expense,Household,Maintenance & Improvements,DR
21/9/2020,Grill’d ,7,0,83396,Expense,Leisure & Lifestyle,Takeaway,DR
21/9/2020,Zone Bowling ,132,0,83264,Expense,Leisure & Lifestyle,Entertainment,DR
22/9/2020,Grill’d ,92,0,83172,Expense,Leisure & Lifestyle,Takeaway,DR
22/9/2020,Kmart ,12,0,83160,Expense,Personal,Children & Family,DR
23/9/2020,Stan ,117,0,83043,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
24/9/2020,Surfstitch ,48,0,82995,Expense,Personal,Clothing & Accessories,DR
24/9/2020,The Baxter Inn ,74,0,82921,Expense,Leisure & Lifestyle,Pubs & Bars,DR
26/9/2020,Disney+ ,61,0,82860,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
26/9/2020,Dental Clinic ,61,0,82799,Expense,Personal,Health & Medical,DR
28/9/2020,Optus ,42,0,82757,Expense,Personal,Mobile Phone,DR
1/10/2020,Monthly Income,0,20000,102757,Income,Income,Wages,CR
2/10/2020,Karate for Kids ,604,0,102153,Expense,Personal,Fitness & Wellbeing,DR
3/10/2020,Zone Bowling ,138,0,102015,Expense,Leisure & Lifestyle,Entertainment,DR
5/10/2020,Zone Bowling ,543,0,101472,Expense,Leisure & Lifestyle,Entertainment,DR
5/10/2020,National Hearing Care ,273,0,101199,Expense,Personal,Health & Medical,DR
5/10/2020,Pizza Hut ,351,0,100848,Expense,Leisure & Lifestyle,Takeaway,DR
6/10/2020,Campion Education ,31,0,100817,Expense,Personal,Children & Family,DR
7/10/2020,Beacon Lighting ,173,0,100644,Expense,Household,Maintenance & Improvements,DR
7/10/2020,Ladbrokes ,293,0,100351,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
7/10/2020,F45 Training ,399,0,99952,Expense,Personal,Fitness & Wellbeing,DR
8/10/2020,Adairs ,352,0,99600,Expense,Household,"Furniture, Electronics & Homewares",DR
9/10/2020,Optometrist ,237,0,99363,Expense,Personal,Health & Medical,DR
11/10/2020,Surfstitch ,109,0,99254,Expense,Personal,Clothing & Accessories,DR
11/10/2020, EnergyAustralia ,214,0,99040,Expense,Household,Utilities,DR
12/10/2020,TerryWhite Chemmart ,209,0,98831,Expense,Personal,Health & Medical,DR
14/10/2020, Metricon ,171,0,98660,Expense,Household,Maintenance & Improvements,DR
16/10/2020,Petbarn ,27,0,98633,Expense,Household,Pets,DR
16/10/2020,Netflix ,43,0,98590,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
16/10/2020,Beachside Caravan Park ,107,0,98483,Expense,Leisure & Lifestyle,Holidays & Travel,DR
17/10/2020,Montessori Schools ,164,0,98319,Expense,Personal,Education,DR
19/10/2020, The Good Guys ,201,0,98118,Expense,Household,"Furniture, Electronics & Homewares",DR
19/10/2020,Coles Express ,12,0,98106,Expense,Transport,Fuel,DR
21/10/2020,Green Slip Insurance ,76,0,98030,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
21/10/2020,Caltex Woolworths ,201,0,97829,Expense,Transport,Fuel,DR
22/10/2020,Autobarn ,68,0,97761,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
22/10/2020,Chinatown Night Market ,20,0,97741,Expense,Leisure & Lifestyle,Pubs & Bars,DR
22/10/2020,Woolworths ,124,0,97617,Expense,Household,Groceries,DR
23/10/2020,Le Creuset ,5,0,97612,Expense,Household,"Furniture, Electronics & Homewares",DR
23/10/2020,The Body Shop ,113,0,97499,Expense,Personal,Hair & Beauty,DR
23/10/2020,The Rocks Bar and Pub ,34,0,97465,Expense,Leisure & Lifestyle,Pubs & Bars,DR
25/10/2020,Surf Dive 'n Ski ,40,0,97425,Expense,Personal,Clothing & Accessories,DR
25/10/2020,Ladbrokes ,72,0,97353,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
25/10/2020,Snap Fitness ,95,0,97258,Expense,Personal,Fitness & Wellbeing,DR
26/10/2020,Tabcorp ,100,0,97158,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
26/10/2020,Sea Kayak Tours ,79,0,97079,Expense,Leisure & Lifestyle,Holidays & Travel,DR
27/10/2020,Timezone ,44,0,97035,Expense,Leisure & Lifestyle,Entertainment,DR
28/10/2020,Priceline Pharmacy ,83,0,96952,Expense,Personal,Health & Medical,DR
28/10/2020,Bridgestone Select ,64,0,96888,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
1/11/2020,Monthly Income,0,20000,116888,Income,Income,Wages,CR
2/11/2020,Medicare Claim ,631,0,116257,Expense,Personal,Health & Medical,DR
3/11/2020,Hobart Brewing Company ,488,0,115769,Expense,Leisure & Lifestyle,Pubs & Bars,DR
3/11/2020,Kayo Sports ,130,0,115639,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
4/11/2020,Karate for Kids ,267,0,115372,Expense,Personal,Fitness & Wellbeing,DR
4/11/2020,Costco ,433,0,114939,Expense,Household,Groceries,DR
5/11/2020,Gold's Gym ,261,0,114678,Expense,Personal,Fitness & Wellbeing,DR
5/11/2020,Optus ,158,0,114520,Expense,Personal,Mobile Phone,DR
6/11/2020,KU Children's Services ,109,0,114411,Expense,Personal,Children & Family,DR
6/11/2020,VicRoads ,242,0,114169,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
7/11/2020,Woolworths ,272,0,113897,Expense,Household,Groceries,DR
7/11/2020,Witchery ,217,0,113680,Expense,Personal,Clothing & Accessories,DR
8/11/2020,Coles ,282,0,113398,Expense,Household,Groceries,DR
9/11/2020,Kmart Tyre & Auto Service ,82,0,113316,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
9/11/2020,Pathology Lab ,80,0,113236,Expense,Personal,Health & Medical,DR
11/11/2020,Sylvan Learning ,140,0,113096,Expense,Personal,Education,DR
12/11/2020,Swim Australia ,49,0,113047,Expense,Personal,Fitness & Wellbeing,DR
12/11/2020,Beach Café ,120,0,112927,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
14/11/2020,Centrelink JobSeeker Payment ,20,0,112907,Income,Income,Other Income,DR
16/11/2020,Snap Fitness ,263,0,112644,Expense,Personal,Fitness & Wellbeing,DR
19/11/2020,Ladbrokes ,241,0,112403,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
20/11/2020,Officeworks ,233,0,112170,Expense,Personal,Life Admin,DR
21/11/2020,Country Road ,134,0,112036,Expense,Personal,Clothing & Accessories,DR
23/11/2020,Rental Deposit from RealEstate.com.au ,140,0,111896,Income,Income,Other Income,DR
24/11/2020,King Swim ,139,0,111757,Expense,Personal,Fitness & Wellbeing,DR
24/11/2020,Target ,94,0,111663,Expense,Personal,Clothing & Accessories,DR
24/11/2020,Priceline Pharmacy ,44,0,111619,Expense,Personal,Health & Medical,DR
24/11/2020,Zone Bowling ,15,0,111604,Expense,Leisure & Lifestyle,Entertainment,DR
25/11/2020,Music Academy ,23,0,111581,Expense,Leisure & Lifestyle,Hobbies,DR
26/11/2020, Jim’s Building Inspections ,157,0,111424,Expense,Household,Maintenance & Improvements,DR
26/11/2020,EnergyAustralia ,57,0,111367,Expense,Household,Utilities,DR
28/11/2020,National Hearing Care ,107,0,111260,Expense,Personal,Health & Medical,DR
1/12/2020,Monthly Income,0,20000,131260,Income,Income,Wages,CR
3/12/2020,TerryWhite Chemmart ,166,0,131094,Expense,Personal,Health & Medical,DR
4/12/2020,Toys 'R' Us ,587,0,130507,Expense,Personal,CHildren & Family,DR
5/12/2020,The Body Shop ,236,0,130271,Expense,Personal,Hair & Beauty,DR
5/12/2020,Surfstitch ,549,0,129722,Expense,Personal,Clothing & Accessories,DR
5/12/2020,MyCar Tyre & Auto ,367,0,129355,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
6/12/2020,Myer ,159,0,129196,Expense,Personal,Clothing & Accessories,DR
6/12/2020,Repco ,511,0,128685,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
7/12/2020,Stand Up Paddleboard Rental ,423,0,128262,Expense,Personal,Fitness & Wellbeing,DR
9/12/2020,Billabong ,36,0,128226,Expense,Personal,Clothing & Accessories,DR
10/12/2020,Café Nero ,388,0,127838,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
10/12/2020,Adobe Creative Cloud ,213,0,127625,Expense,Leisure & Lifestyle,Hobbies,DR
10/12/2020,Menulog ,168,0,127457,Expense,Leisure & Lifestyle,Takeaway,DR
12/12/2020,Domino’s Pizza ,137,0,127320,Expense,Leisure & Lifestyle,Takeaway,DR
13/12/2020,Physiotherapy Clinic ,275,0,127045,Expense,Personal,Health & Medical,DR
14/12/2020,Rip Curl ,193,0,126852,Expense,Personal,Clothing & Accessories,DR
14/12/2020,Salary Deposit from Woolworths Group ,217,0,126635,Income,Income,Wages,DR
14/12/2020,Chiropractor ,57,0,126578,Expense,Personal,Health & Medical,DR
14/12/2020, National Bank ,120,0,126458,Expense,Personal,Fees & Charges,DR
14/12/2020,Lorna Jane ,67,0,126391,Expense,Personal,Clothing & Accessories,DR
15/12/2020,Acupuncture Clinic ,59,0,126332,Expense,Personal,Health & Medical,DR
16/12/2020,Sunburn Swimwear ,54,0,126278,Expense,Personal,Clothing & Accessories,DR
16/12/2020,Tennis Australia ,118,0,126160,Expense,Personal,Fitness & Wellbeing,DR
16/12/2020, Fantastic Furniture ,61,0,126099,Expense,Household,"Furniture, Electronics & Homewares",DR
16/12/2020,Domino’s Pizza ,15,0,126084,Expense,Leisure & Lifestyle,Takeaway,DR
19/12/2020,Guardian Childcare & Education ,166,0,125918,Expense,Personal,Children & Family,DR
19/12/2020,Eau De Vie ,74,0,125844,Expense,Leisure & Lifestyle,Pubs & Bars,DR
20/12/2020,EnergyAustralia ,158,0,125686,Expense,Household,Utilities,DR
21/12/2020,Catholic Education Office ,15,0,125671,Expense,Personal,Education,DR
22/12/2020,Zone Bowling ,131,0,125540,Expense,Leisure & Lifestyle,Entertainment,DR
22/12/2020,Rip Curl ,152,0,125388,Expense,Personal,Clothing & Accessories,DR
24/12/2020,T2 Tea ,79,0,125309,Expense,Personal,Fitness & Wellbeing,DR
24/12/2020,Upwork Freelancer Payment ,24,0,125285,Income,Income,Other Income,DR
25/12/2020,Westpac Dividend Deposit ,117,0,125168,Income,Income,Investments,DR
26/12/2020,Palace Cinemas ,98,0,125070,Expense,Leisure & Lifestyle,Entertainment,DR
26/12/2020,Boost Juice Bars ,11,0,125059,Expense,Leisure & Lifestyle,Takeaway,DR
26/12/2020,Taronga Zoo ,57,0,125002,Expense,Leisure & Lifestyle,Entertainment,DR
28/12/2020,JAX Tyres ,96,0,124906,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
