Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2021-04-19, Slater and Gordon Lawyers ,79,0,1332,Expense,Personal,Life Admin,DR
2021-04-19,Lorna Jane ,96,0,1236,Expense,Personal,Clothing & Accessories,DR
2021-04-19,Chiropractor ,63,0,1173,Expense,Personal,Health & Medical,DR
2021-04-19,Supercheap Auto ,81,0,1092,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-04-19,Harris Farm Markets ,92,0,1000,Expense,Household,Groceries,DR
2021-04-20,City Beach ,77,0,923,Expense,Personal,Clothing & Accessories,DR
2021-04-20,McDonald’s ,47,0,876,Expense,Leisure & Lifestyle,Takeaway,DR
2021-04-20,Beacon Lighting ,26,0,850,Expense,Household,Maintenance & Improvements,DR
2021-04-21,The Body Shop ,18,0,832,Expense,Personal,Hair & Beauty,DR
2021-04-22,Country Road ,80,0,752,Expense,Personal,Clothing & Accessories,DR
2021-04-22,Ladbrokes ,70,0,682,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2021-04-22,Telstra ,60,0,622,Expense,Personal,Mobile Phone,DR
2021-04-22,Flight Centre ,38,0,584,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2021-04-23,Toys 'R' Us ,16,0,568,Expense,Personal,CHildren & Family,DR
2021-04-25,Interest Payment from Commonwealth Bank ,43,0,525,Income,Income,Investments,DR
2021-04-26,Hungry Jack’s ,8,0,517,Expense,Leisure & Lifestyle,Takeaway,DR
2021-04-26,Kayo Sports ,22,0,495,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-04-27,Melbourne Central Lion Hotel ,27,0,468,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-04-27,Gardening Australia ,19,0,449,Expense,Household,Maintenance & Improvements,DR
2021-04-27,Child Support Agency Deposit ,5,0,444,Income,Income,Other Income,DR
2021-04-28, Slater and Gordon Lawyers ,13,0,431,Expense,Personal,Life Admin,DR
2021-04-28,Foxtel ,36,0,395,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-05-01,Monthly Income,0,6000,6395,Income,Income,Wages,CR
2021-05-03,SEQTA ,200,0,6195,Expense,Personal,Education,DR
2021-05-03,Endota Spa ,454,0,5741,Expense,Personal,Fitness & Wellbeing,DR
2021-05-03,The Brisbane Hotel ,315,0,5426,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-05-03,Pizza Hut ,199,0,5227,Expense,Leisure & Lifestyle,Takeaway,DR
2021-05-06,Netflix ,40,0,5187,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-05-06,Camp Australia ,230,0,4957,Expense,Leisure & Lifestyle,Hobbies,DR
2021-05-08,ATO Tax Refund ,357,0,4600,Income,Income,Other Income,DR
2021-05-08,Beach Café ,156,0,4444,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-05-09,Little Athletics ,204,0,4240,Expense,Personal,Fitness & Wellbeing,DR
2021-05-09,SEQTA ,408,0,3832,Expense,Personal,Education,DR
2021-05-10,School Locker ,300,0,3532,Expense,Personal,Children & Family,DR
2021-05-10,Billabong ,187,0,3345,Expense,Personal,Clothing & Accessories,DR
2021-05-12,Dental Clinic ,165,0,3180,Expense,Personal,Health & Medical,DR
2021-05-13,Toys 'R' Us ,184,0,2996,Expense,Personal,CHildren & Family,DR
2021-05-13,Sydney Water ,157,0,2839,Expense,Household,Utilities,DR
2021-05-15, Fantastic Furniture ,240,0,2599,Expense,Household,"Furniture, Electronics & Homewares",DR
2021-05-19,Guardian Childcare & Education ,244,0,2355,Expense,Personal,Children & Family,DR
2021-05-19,EB Games ,63,0,2292,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2021-05-20,Health Food Store ,38,0,2254,Expense,Personal,Fitness & Wellbeing,DR
2021-05-20,Campion Education ,84,0,2170,Expense,Personal,Children & Family,DR
2021-05-20,Optometrist ,46,0,2124,Expense,Personal,Health & Medical,DR
2021-05-21,Gold's Gym ,188,0,1936,Expense,Personal,Fitness & Wellbeing,DR
2021-05-21,Upwork Freelancer Payment ,36,0,1900,Income,Income,Other Income,DR
2021-05-22,Harris Farm Markets ,89,0,1811,Expense,Household,Groceries,DR
2021-05-22,Sea Life Aquarium ,149,0,1662,Expense,Leisure & Lifestyle,Entertainment,DR
2021-05-22,Rental Deposit from RealEstate.com.au ,19,0,1643,Income,Income,Other Income,DR
2021-05-23,Culture Kings ,21,0,1622,Expense,Personal,Clothing & Accessories,DR
2021-05-26,Eau De Vie ,94,0,1528,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-05-26,Dymocks ,19,0,1509,Expense,Leisure & Lifestyle,Hobbies,DR
2021-05-27,Liquorland ,32,0,1477,Expense,Leisure & Lifestyle,Alcohol,DR
2021-05-28,Green Slip Insurance ,30,0,1447,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-05-28,Local Hospital ,145,0,1302,Expense,Personal,Health & Medical,DR
2021-06-01,Monthly Income,0,6000,7302,Income,Income,Wages,CR
2021-06-04,Menulog ,362,0,6940,Expense,Leisure & Lifestyle,Takeaway,DR
2021-06-04,Village Cinemas ,679,0,6261,Expense,Leisure & Lifestyle,Entertainment,DR
2021-06-04,SEQTA ,20,0,6241,Expense,Personal,Education,DR
2021-06-04,Interest Payment from Commonwealth Bank ,223,0,6018,Income,Income,Investments,DR
2021-06-04,The Sydney Morning Herald ,539,0,5479,Expense,Personal,Education,DR
2021-06-05,Goodstart Early Learning ,315,0,5164,Expense,Personal,Children & Family,DR
2021-06-05,Ladbrokes ,86,0,5078,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2021-06-06,Coles Express ,10,0,5068,Expense,Transport,Fuel,DR
2021-06-06,Le Creuset ,468,0,4600,Expense,Household,"Furniture, Electronics & Homewares",DR
2021-06-06,Le Creuset ,63,0,4537,Expense,Household,"Furniture, Electronics & Homewares",DR
2021-06-06,Snap Fitness ,410,0,4127,Expense,Personal,Fitness & Wellbeing,DR
2021-06-07,EB Games ,240,0,3887,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2021-06-08,Dan Murphy’s ,166,0,3721,Expense,Leisure & Lifestyle,Alcohol,DR
2021-06-08,Sea Life Aquarium ,269,0,3452,Expense,Leisure & Lifestyle,Entertainment,DR
2021-06-09,Zone Bowling ,213,0,3239,Expense,Leisure & Lifestyle,Entertainment,DR
2021-06-09,Local Hospital ,171,0,3068,Expense,Personal,Health & Medical,DR
2021-06-09,Uber ,271,0,2797,Expense,Transport,Taxies & Share Cars,DR
2021-06-09,Massage Therapy Center ,12,0,2785,Expense,Personal,Health & Medical,DR
2021-06-09,Sunburn Swimwear ,101,0,2684,Expense,Personal,Clothing & Accessories,DR
2021-06-09,VicRoads ,110,0,2574,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-06-10,Rip Curl ,78,0,2496,Expense,Personal,Clothing & Accessories,DR
2021-06-11,NRMA Roadside Assistance ,152,0,2344,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-06-12,Uber ,64,0,2280,Expense,Transport,Taxies & Share Cars,DR
2021-06-12,Event Cinemas ,116,0,2164,Expense,Leisure & Lifestyle,Entertainment,DR
2021-06-12,Crown Perth ,106,0,2058,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-06-13,Timezone ,85,0,1973,Expense,Leisure & Lifestyle,Entertainment,DR
2021-06-14,Catholic Education Office ,179,0,1794,Expense,Personal,Education,DR
2021-06-14,VicRoads ,73,0,1721,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-06-14,Apple Music ,72,0,1649,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-06-15, Jim's Mowing ,38,0,1611,Expense,Household,Maintenance & Improvements,DR
2021-06-16,Beacon Lighting ,100,0,1511,Expense,Household,Maintenance & Improvements,DR
2021-06-17,YMCA ,120,0,1391,Expense,Personal,Fitness & Wellbeing,DR
2021-06-17,Local Fish and Chips ,10,0,1381,Expense,Leisure & Lifestyle,Takeaway,DR
2021-06-17,Car Wash Cafe ,9,0,1372,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-06-18,Budget Direct Car Insurance ,54,0,1318,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-06-18,Endota Spa ,88,0,1230,Expense,Personal,Fitness & Wellbeing,DR
2021-06-19,ATO Tax Refund ,119,0,1111,Income,Income,Other Income,DR
2021-06-19,Lorna Jane ,11,0,1100,Expense,Personal,Clothing & Accessories,DR
2021-06-19,Fitness First ,61,0,1039,Expense,Personal,Fitness & Wellbeing,DR
2021-06-19,EnergyAustralia ,43,0,996,Expense,Household,Utilities,DR
2021-06-20,Domino’s Pizza ,95,0,901,Expense,Leisure & Lifestyle,Takeaway,DR
2021-06-21, Commonwealth Bank ,49,0,852,Expense,Household,Rent & Mortgage,DR
2021-06-21,Amazon Prime ,79,0,773,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-06-23,Snap Fitness ,21,0,752,Expense,Personal,Fitness & Wellbeing,DR
2021-06-23,Dental Clinic ,66,0,686,Expense,Personal,Health & Medical,DR
2021-06-23,The Espy ,61,0,625,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-06-24,Scouts Australia ,26,0,599,Expense,Leisure & Lifestyle,Hobbies,DR
2021-06-24,Coles Express ,11,0,588,Expense,Transport,Fuel,DR
2021-06-25,The Coffee Club ,14,0,574,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-06-25, Ray White Real Estate ,14,0,560,Expense,Personal,Life Admin,DR
2021-06-25,Australian Veterinary Association ,38,0,522,Expense,Household,Pets,DR
2021-06-27,Massage Therapy Center ,49,0,473,Expense,Personal,Health & Medical,DR
2021-06-27,Green Slip Insurance ,29,0,444,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-06-27,BP ,19,0,425,Expense,Transport,Fuel,DR
2021-06-27,Microsoft 365 ,17,0,408,Expense,Personal,Education,DR
2021-06-27,Officeworks ,20,0,388,Expense,Personal,Life Admin,DR
2021-06-28,Chemist Warehouse ,18,0,370,Expense,Personal,Health & Medical,DR
2021-06-28,EnergyAustralia ,14,0,356,Expense,Household,Utilities,DR
2021-06-28,Beachside Caravan Park ,5,0,351,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2021-07-01,Monthly Income,0,6000,6351,Income,Income,Wages,CR
2021-07-03,Priceline Pharmacy ,189,0,6162,Expense,Personal,Health & Medical,DR
2021-07-03,Repco ,429,0,5733,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-07-04,Coles Express ,441,0,5292,Expense,Transport,Fuel,DR
2021-07-04, Fantastic Furniture ,158,0,5134,Expense,Household,"Furniture, Electronics & Homewares",DR
2021-07-05,Greencross Vets ,428,0,4706,Expense,Household,Pets,DR
2021-07-05,Foxtel ,167,0,4539,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-07-05,Foxtel ,155,0,4384,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-07-06,Amazon Prime ,17,0,4367,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-07-06,The Athlete's Foot ,423,0,3944,Expense,Personal,Clothing & Accessories,DR
2021-07-07,Bridgestone Select ,100,0,3844,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-07-07,ATO Tax Refund ,310,0,3534,Income,Income,Other Income,DR
2021-07-12,Quay Restaurant ,162,0,3372,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-07-13,Montessori Schools ,112,0,3260,Expense,Personal,Education,DR
2021-07-15,Quay Restaurant ,269,0,2991,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-07-16,McDonald’s ,24,0,2967,Expense,Leisure & Lifestyle,Takeaway,DR
2021-07-16,The Sydney Morning Herald ,102,0,2865,Expense,Personal,Education,DR
2021-07-17,Vodafone Prepaid ,196,0,2669,Expense,Personal,Mobile Phone,DR
2021-07-17,Decathlon ,171,0,2498,Expense,Personal,Fitness & Wellbeing,DR
2021-07-18,MyCar Tyre & Auto ,190,0,2308,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-07-18,The Coffee Club ,19,0,2289,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-07-19,Gold's Gym ,225,0,2064,Expense,Personal,Fitness & Wellbeing,DR
2021-07-20,AustralianSuper Pension ,105,0,1959,Income,Income,Other Income,DR
2021-07-20,Village Cinemas ,143,0,1816,Expense,Leisure & Lifestyle,Entertainment,DR
2021-07-23,Dymocks ,157,0,1659,Expense,Leisure & Lifestyle,Hobbies,DR
2021-07-24,Specsavers ,57,0,1602,Expense,Personal,Health & Medical,DR
2021-07-25,Palace Cinemas ,101,0,1501,Expense,Leisure & Lifestyle,Entertainment,DR
2021-07-27,David Jones ,114,0,1387,Expense,Personal,Clothing & Accessories,DR
2021-07-27,Crown Perth ,67,0,1320,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-07-27,Myer ,73,0,1247,Expense,Personal,Clothing & Accessories,DR
2021-07-28,Fernwood Fitness ,10,0,1237,Expense,Personal,Fitness & Wellbeing,DR
2021-08-01,Monthly Income,0,6000,7237,Income,Income,Wages,CR
2021-08-03,Officeworks ,577,0,6660,Expense,Personal,Life Admin,DR
2021-08-03,South East Water ,456,0,6204,Expense,Household,Utilities,DR
2021-08-04,JAX Tyres ,302,0,5902,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-08-05,Decathlon ,216,0,5686,Expense,Personal,Fitness & Wellbeing,DR
2021-08-05,Kumon ,310,0,5376,Expense,Personal,Education,DR
2021-08-05,Flight Centre ,152,0,5224,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2021-08-05, Metricon ,495,0,4729,Expense,Household,Maintenance & Improvements,DR
2021-08-06,Fernwood Fitness ,287,0,4442,Expense,Personal,Fitness & Wellbeing,DR
2021-08-06,Rip Curl ,420,0,4022,Expense,Personal,Clothing & Accessories,DR
2021-08-06,Massage Therapy Center ,265,0,3757,Expense,Personal,Health & Medical,DR
2021-08-06,Beach Café ,226,0,3531,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-08-07,Surf Dive 'n Ski ,330,0,3201,Expense,Personal,Clothing & Accessories,DR
2021-08-08,Australian Veterinary Association ,289,0,2912,Expense,Household,Pets,DR
2021-08-08,Muffin Break ,34,0,2878,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-08-09,Event Cinemas ,130,0,2748,Expense,Leisure & Lifestyle,Entertainment,DR
2021-08-10,The Ivy ,67,0,2681,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-08-11,Disney+ ,162,0,2519,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-08-12,Supercheap Auto ,161,0,2358,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-08-13,Gardening Australia ,206,0,2152,Expense,Household,Maintenance & Improvements,DR
2021-08-13,Anytime Fitness ,9,0,2143,Expense,Personal,Fitness & Wellbeing,DR
2021-08-14,Rebel Sport ,48,0,2095,Expense,Personal,Fitness & Wellbeing,DR
2021-08-14, BSA Ltd ,30,0,2065,Expense,Household,Maintenance & Improvements,DR
2021-08-14,Sea Life Aquarium ,180,0,1885,Expense,Leisure & Lifestyle,Entertainment,DR
2021-08-14,Chemist Warehouse ,63,0,1822,Expense,Personal,Health & Medical,DR
2021-08-14,Eat Street Northshore ,50,0,1772,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-08-15,The Brisbane Hotel ,48,0,1724,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-08-15, Jim’s Building Inspections ,136,0,1588,Expense,Household,Maintenance & Improvements,DR
2021-08-15,Village Cinemas ,17,0,1571,Expense,Leisure & Lifestyle,Entertainment,DR
2021-08-16,ABC Reading Eggs ,146,0,1425,Expense,Personal,Education,DR
2021-08-17,Coles Express ,87,0,1338,Expense,Transport,Fuel,DR
2021-08-18,Optometrist ,78,0,1260,Expense,Personal,Health & Medical,DR
2021-08-18,The Athlete's Foot ,77,0,1183,Expense,Personal,Clothing & Accessories,DR
2021-08-19,Medicare Claim ,30,0,1153,Expense,Personal,Health & Medical,DR
2021-08-19,The Baxter Inn ,85,0,1068,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-08-20, Meriton Apartments ,27,0,1041,Expense,Household,Rates & Insurance,DR
2021-08-20,JB HiFi,87,0,954,Expense,Leisure & Lifestyle,Electronics,DR
2021-08-21,eBay Sales Proceeds ,45,0,909,Income,Income,Other Income,DR
2021-08-21,BrewDog ,29,0,880,Expense,Leisure & Lifestyle,Alcohol,DR
2021-08-21, EnergyAustralia ,8,0,872,Expense,Household,Utilities,DR
2021-08-21,South East Water ,37,0,835,Expense,Household,Utilities,DR
2021-08-22,Officeworks ,46,0,789,Expense,Personal,Life Admin,DR
2021-08-22,Crown Perth ,53,0,736,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-08-23,Foxtel ,40,0,696,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-08-24,Fernwood Fitness ,19,0,677,Expense,Personal,Fitness & Wellbeing,DR
2021-08-24,Fernwood Fitness ,21,0,656,Expense,Personal,Fitness & Wellbeing,DR
2021-08-25,Vodafone Prepaid ,10,0,646,Expense,Personal,Mobile Phone,DR
2021-08-25,Child Support Agency Deposit ,44,0,602,Income,Income,Other Income,DR
2021-08-25, NRMA Insurance ,25,0,577,Expense,Household,Rates & Insurance,DR
2021-08-25,Service NSW ,10,0,567,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-08-26,Childcare Payments ,44,0,523,Expense,Personal,Children & Family,DR
2021-08-26,The Sydney Morning Herald ,35,0,488,Expense,Personal,Education,DR
2021-08-26,ABC Reading Eggs ,44,0,444,Expense,Personal,Education,DR
2021-08-26,Endota Spa ,19,0,425,Expense,Personal,Fitness & Wellbeing,DR
2021-09-01,Monthly Income,0,6000,6425,Income,Income,Wages,CR
2021-09-02,ABC Reading Eggs ,323,0,6102,Expense,Personal,Education,DR
2021-09-03,Microsoft 365 ,497,0,5605,Expense,Personal,Education,DR
2021-09-03,Guzman y Gomez ,111,0,5494,Expense,Leisure & Lifestyle,Takeaway,DR
2021-09-03,YMCA ,175,0,5319,Expense,Personal,Fitness & Wellbeing,DR
2021-09-04,ATO Tax Refund ,296,0,5023,Income,Income,Other Income,DR
2021-09-07,Mathnasium ,97,0,4926,Expense,Personal,Education,DR
2021-09-07,Village Cinemas ,125,0,4801,Expense,Leisure & Lifestyle,Entertainment,DR
2021-09-09,Child Support Agency Deposit ,318,0,4483,Income,Income,Other Income,DR
2021-09-09,Target ,389,0,4094,Expense,Personal,Clothing & Accessories,DR
2021-09-10,Lorna Jane ,301,0,3793,Expense,Personal,Clothing & Accessories,DR
2021-09-10,Local Hospital ,75,0,3718,Expense,Personal,Health & Medical,DR
2021-09-11,Guzman y Gomez ,244,0,3474,Expense,Leisure & Lifestyle,Takeaway,DR
2021-09-11,Beachfront Markets ,178,0,3296,Expense,Personal,Clothing & Accessories,DR
2021-09-12,BrewDog ,43,0,3253,Expense,Leisure & Lifestyle,Alcohol,DR
2021-09-13,Country Road ,189,0,3064,Expense,Personal,Clothing & Accessories,DR
2021-09-13,Child Support Agency Deposit ,42,0,3022,Income,Income,Other Income,DR
2021-09-14,Chiropractor ,256,0,2766,Expense,Personal,Health & Medical,DR
2021-09-14,Melbourne Central Lion Hotel ,219,0,2547,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-09-15,Flight Centre ,180,0,2367,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2021-09-16,Bunnings Warehouse ,172,0,2195,Expense,Household,Maintenance & Improvements,DR
2021-09-18, National Bank ,40,0,2155,Expense,Personal,Fees & Charges,DR
2021-09-21,Telstra ,146,0,2009,Expense,Personal,Mobile Phone,DR
2021-09-21,King Swim ,39,0,1970,Expense,Personal,Fitness & Wellbeing,DR
2021-09-22,Catholic Education Office ,158,0,1812,Expense,Personal,Education,DR
2021-09-23,TerryWhite Chemmart ,114,0,1698,Expense,Personal,Health & Medical,DR
2021-09-23,Boost Juice Bars ,44,0,1654,Expense,Leisure & Lifestyle,Takeaway,DR
2021-09-24,Country Road ,151,0,1503,Expense,Personal,Clothing & Accessories,DR
2021-09-24,OfficeMax ,46,0,1457,Expense,Personal,Life Admin,DR
2021-09-24,South East Water ,145,0,1312,Expense,Household,Utilities,DR
2021-09-25,Shell V Power,121,0,1191,Expense,Transport,Fuel,DR
2021-09-27,Decathlon ,106,0,1085,Expense,Personal,Fitness & Wellbeing,DR
2021-09-27,Kmart Tyre & Auto Service ,16,0,1069,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-09-27, EnergyAustralia ,32,0,1037,Expense,Household,Utilities,DR
2021-10-01,Monthly Income,0,6000,7037,Income,Income,Wages,CR
2021-10-02,Green Slip Insurance ,60,0,6977,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-10-02,Coles Express ,128,0,6849,Expense,Transport,Fuel,DR
2021-10-02,Camp Australia ,521,0,6328,Expense,Leisure & Lifestyle,Hobbies,DR
2021-10-02,McDonald’s ,342,0,5986,Expense,Leisure & Lifestyle,Takeaway,DR
2021-10-02,PayPal Transfer from Sale ,567,0,5419,Income,Income,Other Income,DR
2021-10-03,Anytime Fitness ,262,0,5157,Expense,Personal,Fitness & Wellbeing,DR
2021-10-04,Beachside Caravan Park ,505,0,4652,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2021-10-05,Booktopia ,108,0,4544,Expense,Leisure & Lifestyle,Hobbies,DR
2021-10-05,Guzman y Gomez ,121,0,4423,Expense,Leisure & Lifestyle,Takeaway,DR
2021-10-05,Stand Up Paddleboard Rental ,46,0,4377,Expense,Personal,Fitness & Wellbeing,DR
2021-10-06,Officeworks ,312,0,4065,Expense,Personal,Life Admin,DR
2021-10-06, Slater and Gordon Lawyers ,120,0,3945,Expense,Personal,Life Admin,DR
2021-10-06,TerryWhite Chemmart ,99,0,3846,Expense,Personal,Health & Medical,DR
2021-10-06,Goodstart Early Learning ,256,0,3590,Expense,Personal,Children & Family,DR
2021-10-06,Budget Direct Car Insurance ,92,0,3498,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-10-07,Montessori Schools ,36,0,3462,Expense,Personal,Education,DR
2021-10-08,BWS ,131,0,3331,Expense,Leisure & Lifestyle,Alcohol,DR
2021-10-08,Sea Kayak Tours ,98,0,3233,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2021-10-09,Caltex ,282,0,2951,Expense,Transport,Fuel,DR
2021-10-10,Health Food Store ,198,0,2753,Expense,Personal,Fitness & Wellbeing,DR
2021-10-10,Green Slip Insurance ,207,0,2546,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-10-11,McDonald’s ,128,0,2418,Expense,Leisure & Lifestyle,Takeaway,DR
2021-10-11,Soccer Clubs ,27,0,2391,Expense,Personal,Fitness & Wellbeing,DR
2021-10-11,The Ivy ,134,0,2257,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-10-12,Health Food Store ,73,0,2184,Expense,Personal,Fitness & Wellbeing,DR
2021-10-13,Fitness First ,71,0,2113,Expense,Personal,Fitness & Wellbeing,DR
2021-10-13,Dan Murphy’s ,33,0,2080,Expense,Leisure & Lifestyle,Alcohol,DR
2021-10-14,Pizza Hut ,115,0,1965,Expense,Leisure & Lifestyle,Takeaway,DR
2021-10-15,Soccer Clubs ,84,0,1881,Expense,Personal,Fitness & Wellbeing,DR
2021-10-15,Swim Australia ,122,0,1759,Expense,Personal,Fitness & Wellbeing,DR
2021-10-15,Apple Music ,130,0,1629,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-10-16,Caltex ,109,0,1520,Expense,Transport,Fuel,DR
2021-10-16,Ice Cream Parlour ,18,0,1502,Expense,Leisure & Lifestyle,Takeaway,DR
2021-10-16,JAX Tyres ,42,0,1460,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-10-17,Australian Veterinary Association ,61,0,1399,Expense,Household,Pets,DR
2021-10-17,Ice Cream Parlour ,128,0,1271,Expense,Leisure & Lifestyle,Takeaway,DR
2021-10-18, NRMA Insurance ,84,0,1187,Expense,Household,Rates & Insurance,DR
2021-10-18,ALDI ,63,0,1124,Expense,Household,Groceries,DR
2021-10-18,Service NSW ,113,0,1011,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-10-19,Freedom Furniture ,92,0,919,Expense,Household,Maintenance & Improvements,DR
2021-10-19,VetLove ,74,0,845,Expense,Household,Pets,DR
2021-10-20,Mathnasium ,71,0,774,Expense,Personal,Education,DR
2021-10-21,Gardening Australia ,11,0,763,Expense,Household,Maintenance & Improvements,DR
2021-10-22,The Australian ,51,0,712,Expense,Personal,Education,DR
2021-10-23,Café Nero ,15,0,697,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-10-24, Slater and Gordon Lawyers ,38,0,659,Expense,Personal,Life Admin,DR
2021-10-24,Netflix ,51,0,608,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2021-10-25, BSA Ltd ,30,0,578,Expense,Household,Maintenance & Improvements,DR
2021-10-26,Karate for Kids ,35,0,543,Expense,Personal,Fitness & Wellbeing,DR
2021-10-27,Eat Street Northshore ,50,0,493,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-10-28,Specsavers ,40,0,453,Expense,Personal,Health & Medical,DR
2021-10-28,Optometrist ,33,0,420,Expense,Personal,Health & Medical,DR
2021-10-28,Liquorland ,13,0,407,Expense,Leisure & Lifestyle,Alcohol,DR
2021-10-28,ATO Tax Refund ,13,0,394,Income,Income,Other Income,DR
2021-11-01,Monthly Income,0,6000,6394,Income,Income,Wages,CR
2021-11-02,Uber ,115,0,6279,Expense,Transport,Taxies & Share Cars,DR
2021-11-02,SEQTA ,249,0,6030,Expense,Personal,Education,DR
2021-11-02,Chiropractor ,300,0,5730,Expense,Personal,Health & Medical,DR
2021-11-02,Beacon Lighting ,487,0,5243,Expense,Household,Maintenance & Improvements,DR
2021-11-04,Camp Australia ,143,0,5100,Expense,Leisure & Lifestyle,Hobbies,DR
2021-11-05,The Rocks Bar and Pub ,353,0,4747,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-11-06,Officeworks ,63,0,4684,Expense,Personal,Life Admin,DR
2021-11-07,Fitness First ,456,0,4228,Expense,Personal,Fitness & Wellbeing,DR
2021-11-07,CommSec Share Trading Gains ,87,0,4141,Income,Income,Investments,DR
2021-11-07,Palace Cinemas ,195,0,3946,Expense,Leisure & Lifestyle,Entertainment,DR
2021-11-09,Guzman y Gomez ,39,0,3907,Expense,Leisure & Lifestyle,Takeaway,DR
2021-11-11,Upwork Freelancer Payment ,372,0,3535,Income,Income,Other Income,DR
2021-11-11,The Espy ,23,0,3512,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2021-11-14,Decathlon ,212,0,3300,Expense,Personal,Fitness & Wellbeing,DR
2021-11-14,Zarraffa's Coffee ,177,0,3123,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2021-11-14, National Bank ,196,0,2927,Expense,Personal,Fees & Charges,DR
2021-11-14,Tabcorp ,193,0,2734,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2021-11-15,Priceline Pharmacy ,18,0,2716,Expense,Personal,Health & Medical,DR
2021-11-16,Green Slip Insurance ,56,0,2660,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2021-11-16, Fantastic Furniture ,258,0,2402,Expense,Household,"Furniture, Electronics & Homewares",DR
2021-11-17,McDonald’s ,191,0,2211,Expense,Leisure & Lifestyle,Takeaway,DR
