Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
3/9/2020,Tabcorp ,564,0,32179,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
3/9/2020,Payday Advance ,236,0,31943,Income,Income,Other Income,DR
4/9/2020,Guardian Childcare & Education ,21,0,31922,Expense,Personal,Children & Family,DR
4/9/2020,Petbarn ,570,0,31352,Expense,Household,Pets,DR
5/9/2020,Bulk Billing Doctor ,131,0,31221,Expense,Personal,Health & Medical,DR
6/9/2020,Foxtel ,368,0,30853,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
6/9/2020,Dan Murphy’s ,417,0,30436,Expense,Leisure & Lifestyle,Alcohol,DR
7/9/2020,Shell V Power,23,0,30413,Expense,Transport,Fuel,DR
9/9/2020,Jetts Fitness ,192,0,30221,Expense,Personal,Fitness & Wellbeing,DR
11/9/2020,QBE Insurance Claim Payout ,292,0,29929,Income,Income,Other Income,DR
11/9/2020,Optometrist ,137,0,29792,Expense,Personal,Health & Medical,DR
11/9/2020,IKEA ,183,0,29609,Expense,Household,Maintenance & Improvements,DR
12/9/2020,Airbnb Host Income ,169,0,29440,Income,Income,Other Income,DR
13/9/2020,Rooftop Bar ,13,0,29427,Expense,Leisure & Lifestyle,Pubs & Bars,DR
13/9/2020,School Locker ,21,0,29406,Expense,Personal,Children & Family,DR
13/9/2020,NRMA Roadside Assistance ,235,0,29171,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
14/9/2020,Target ,280,0,28891,Expense,Personal,Clothing & Accessories,DR
14/9/2020, Brisbane City Council ,20,0,28871,Expense,Household,Rates & Insurance,DR
15/9/2020,Caltex ,137,0,28734,Expense,Transport,Fuel,DR
15/9/2020,ALDI ,127,0,28607,Expense,Household,Groceries,DR
15/9/2020,Child Support Agency Deposit ,104,0,28503,Income,Income,Other Income,DR
16/9/2020,Rebel Sport ,209,0,28294,Expense,Personal,Fitness & Wellbeing,DR
16/9/2020,Soccer Clubs ,126,0,28168,Expense,Personal,Fitness & Wellbeing,DR
17/9/2020,David Jones ,114,0,28054,Expense,Personal,Clothing & Accessories,DR
17/9/2020,T2 Tea ,122,0,27932,Expense,Personal,Fitness & Wellbeing,DR
19/9/2020,Vodafone Prepaid ,158,0,27774,Expense,Personal,Mobile Phone,DR
19/9/2020, BSA Ltd ,155,0,27619,Expense,Household,Maintenance & Improvements,DR
20/9/2020,Fitness First ,62,0,27557,Expense,Personal,Fitness & Wellbeing,DR
20/9/2020, Jim's Mowing ,154,0,27403,Expense,Household,Maintenance & Improvements,DR
21/9/2020,Grill’d ,7,0,27396,Expense,Leisure & Lifestyle,Takeaway,DR
21/9/2020,Zone Bowling ,132,0,27264,Expense,Leisure & Lifestyle,Entertainment,DR
22/9/2020,Grill’d ,92,0,27172,Expense,Leisure & Lifestyle,Takeaway,DR
22/9/2020,Kmart ,12,0,27160,Expense,Personal,Children & Family,DR
23/9/2020,Stan ,117,0,27043,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
24/9/2020,Surfstitch ,48,0,26995,Expense,Personal,Clothing & Accessories,DR
24/9/2020,The Baxter Inn ,74,0,26921,Expense,Leisure & Lifestyle,Pubs & Bars,DR
26/9/2020,Disney+ ,61,0,26860,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
26/9/2020,Dental Clinic ,61,0,26799,Expense,Personal,Health & Medical,DR
28/9/2020,Optus ,42,0,26757,Expense,Personal,Mobile Phone,DR
1/10/2020,Monthly Income,0,20000,46757,Income,Income,Wages,CR
2/10/2020,Karate for Kids ,604,0,46153,Expense,Personal,Fitness & Wellbeing,DR
3/10/2020,Zone Bowling ,138,0,46015,Expense,Leisure & Lifestyle,Entertainment,DR
5/10/2020,Zone Bowling ,543,0,45472,Expense,Leisure & Lifestyle,Entertainment,DR
5/10/2020,National Hearing Care ,273,0,45199,Expense,Personal,Health & Medical,DR
5/10/2020,Pizza Hut ,351,0,44848,Expense,Leisure & Lifestyle,Takeaway,DR
6/10/2020,Campion Education ,31,0,44817,Expense,Personal,Children & Family,DR
7/10/2020,Beacon Lighting ,173,0,44644,Expense,Household,Maintenance & Improvements,DR
7/10/2020,Ladbrokes ,293,0,44351,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
7/10/2020,F45 Training ,399,0,43952,Expense,Personal,Fitness & Wellbeing,DR
8/10/2020,Adairs ,352,0,43600,Expense,Household,"Furniture, Electronics & Homewares",DR
9/10/2020,Optometrist ,237,0,43363,Expense,Personal,Health & Medical,DR
11/10/2020,Surfstitch ,109,0,43254,Expense,Personal,Clothing & Accessories,DR
11/10/2020, EnergyAustralia ,214,0,43040,Expense,Household,Utilities,DR
12/10/2020,TerryWhite Chemmart ,209,0,42831,Expense,Personal,Health & Medical,DR
14/10/2020, Metricon ,171,0,42660,Expense,Household,Maintenance & Improvements,DR
16/10/2020,Petbarn ,27,0,42633,Expense,Household,Pets,DR
16/10/2020,Netflix ,43,0,42590,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
16/10/2020,Beachside Caravan Park ,107,0,42483,Expense,Leisure & Lifestyle,Holidays & Travel,DR
17/10/2020,Montessori Schools ,164,0,42319,Expense,Personal,Education,DR
19/10/2020, The Good Guys ,201,0,42118,Expense,Household,"Furniture, Electronics & Homewares",DR
19/10/2020,Coles Express ,12,0,42106,Expense,Transport,Fuel,DR
21/10/2020,Green Slip Insurance ,76,0,42030,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
21/10/2020,Caltex Woolworths ,201,0,41829,Expense,Transport,Fuel,DR
22/10/2020,Autobarn ,68,0,41761,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
22/10/2020,Chinatown Night Market ,20,0,41741,Expense,Leisure & Lifestyle,Pubs & Bars,DR
22/10/2020,Woolworths ,124,0,41617,Expense,Household,Groceries,DR
23/10/2020,Le Creuset ,5,0,41612,Expense,Household,"Furniture, Electronics & Homewares",DR
23/10/2020,The Body Shop ,113,0,41499,Expense,Personal,Hair & Beauty,DR
23/10/2020,The Rocks Bar and Pub ,34,0,41465,Expense,Leisure & Lifestyle,Pubs & Bars,DR
25/10/2020,Surf Dive 'n Ski ,40,0,41425,Expense,Personal,Clothing & Accessories,DR
25/10/2020,Ladbrokes ,72,0,41353,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
25/10/2020,Snap Fitness ,95,0,41258,Expense,Personal,Fitness & Wellbeing,DR
26/10/2020,Tabcorp ,100,0,41158,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
26/10/2020,Sea Kayak Tours ,79,0,41079,Expense,Leisure & Lifestyle,Holidays & Travel,DR
27/10/2020,Timezone ,44,0,41035,Expense,Leisure & Lifestyle,Entertainment,DR
28/10/2020,Priceline Pharmacy ,83,0,40952,Expense,Personal,Health & Medical,DR
28/10/2020,Bridgestone Select ,64,0,40888,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
1/11/2020,Monthly Income,0,20000,60888,Income,Income,Wages,CR
2/11/2020,Medicare Claim ,631,0,60257,Expense,Personal,Health & Medical,DR
3/11/2020,Hobart Brewing Company ,488,0,59769,Expense,Leisure & Lifestyle,Pubs & Bars,DR
3/11/2020,Kayo Sports ,130,0,59639,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
4/11/2020,Karate for Kids ,267,0,59372,Expense,Personal,Fitness & Wellbeing,DR
4/11/2020,Costco ,433,0,58939,Expense,Household,Groceries,DR
5/11/2020,Gold's Gym ,261,0,58678,Expense,Personal,Fitness & Wellbeing,DR
5/11/2020,Optus ,158,0,58520,Expense,Personal,Mobile Phone,DR
6/11/2020,KU Children's Services ,109,0,58411,Expense,Personal,Children & Family,DR
6/11/2020,VicRoads ,242,0,58169,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
7/11/2020,Woolworths ,272,0,57897,Expense,Household,Groceries,DR
7/11/2020,Witchery ,217,0,57680,Expense,Personal,Clothing & Accessories,DR
8/11/2020,Coles ,282,0,57398,Expense,Household,Groceries,DR
9/11/2020,Kmart Tyre & Auto Service ,82,0,57316,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
9/11/2020,Pathology Lab ,80,0,57236,Expense,Personal,Health & Medical,DR
11/11/2020,Sylvan Learning ,140,0,57096,Expense,Personal,Education,DR
12/11/2020,Swim Australia ,49,0,57047,Expense,Personal,Fitness & Wellbeing,DR
12/11/2020,Beach Café ,120,0,56927,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
14/11/2020,Centrelink JobSeeker Payment ,20,0,56907,Income,Income,Other Income,DR
16/11/2020,Snap Fitness ,263,0,56644,Expense,Personal,Fitness & Wellbeing,DR
19/11/2020,Ladbrokes ,241,0,56403,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
20/11/2020,Officeworks ,233,0,56170,Expense,Personal,Life Admin,DR
21/11/2020,Country Road ,134,0,56036,Expense,Personal,Clothing & Accessories,DR
23/11/2020,Rental Deposit from RealEstate.com.au ,140,0,55896,Income,Income,Other Income,DR
24/11/2020,King Swim ,139,0,55757,Expense,Personal,Fitness & Wellbeing,DR
24/11/2020,Target ,94,0,55663,Expense,Personal,Clothing & Accessories,DR
24/11/2020,Priceline Pharmacy ,44,0,55619,Expense,Personal,Health & Medical,DR
24/11/2020,Zone Bowling ,15,0,55604,Expense,Leisure & Lifestyle,Entertainment,DR
25/11/2020,Music Academy ,23,0,55581,Expense,Leisure & Lifestyle,Hobbies,DR
26/11/2020, Jim’s Building Inspections ,157,0,55424,Expense,Household,Maintenance & Improvements,DR
26/11/2020,EnergyAustralia ,57,0,55367,Expense,Household,Utilities,DR
28/11/2020,National Hearing Care ,107,0,55260,Expense,Personal,Health & Medical,DR
1/12/2020,Monthly Income,0,20000,75260,Income,Income,Wages,CR
3/12/2020,TerryWhite Chemmart ,166,0,75094,Expense,Personal,Health & Medical,DR
4/12/2020,Toys 'R' Us ,587,0,74507,Expense,Personal,CHildren & Family,DR
5/12/2020,The Body Shop ,236,0,74271,Expense,Personal,Hair & Beauty,DR
5/12/2020,Surfstitch ,549,0,73722,Expense,Personal,Clothing & Accessories,DR
5/12/2020,MyCar Tyre & Auto ,367,0,73355,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
6/12/2020,Myer ,159,0,73196,Expense,Personal,Clothing & Accessories,DR
6/12/2020,Repco ,511,0,72685,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
7/12/2020,Stand Up Paddleboard Rental ,423,0,72262,Expense,Personal,Fitness & Wellbeing,DR
9/12/2020,Billabong ,36,0,72226,Expense,Personal,Clothing & Accessories,DR
10/12/2020,Café Nero ,388,0,71838,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
10/12/2020,Adobe Creative Cloud ,213,0,71625,Expense,Leisure & Lifestyle,Hobbies,DR
10/12/2020,Menulog ,168,0,71457,Expense,Leisure & Lifestyle,Takeaway,DR
12/12/2020,Domino’s Pizza ,137,0,71320,Expense,Leisure & Lifestyle,Takeaway,DR
13/12/2020,Physiotherapy Clinic ,275,0,71045,Expense,Personal,Health & Medical,DR
14/12/2020,Rip Curl ,193,0,70852,Expense,Personal,Clothing & Accessories,DR
14/12/2020,Salary Deposit from Woolworths Group ,217,0,70635,Income,Income,Wages,DR
14/12/2020,Chiropractor ,57,0,70578,Expense,Personal,Health & Medical,DR
14/12/2020, National Bank ,120,0,70458,Expense,Personal,Fees & Charges,DR
14/12/2020,Lorna Jane ,67,0,70391,Expense,Personal,Clothing & Accessories,DR
15/12/2020,Acupuncture Clinic ,59,0,70332,Expense,Personal,Health & Medical,DR
16/12/2020,Sunburn Swimwear ,54,0,70278,Expense,Personal,Clothing & Accessories,DR
16/12/2020,Tennis Australia ,118,0,70160,Expense,Personal,Fitness & Wellbeing,DR
16/12/2020, Fantastic Furniture ,61,0,70099,Expense,Household,"Furniture, Electronics & Homewares",DR
16/12/2020,Domino’s Pizza ,15,0,70084,Expense,Leisure & Lifestyle,Takeaway,DR
19/12/2020,Guardian Childcare & Education ,166,0,69918,Expense,Personal,Children & Family,DR
19/12/2020,Eau De Vie ,74,0,69844,Expense,Leisure & Lifestyle,Pubs & Bars,DR
20/12/2020,EnergyAustralia ,158,0,69686,Expense,Household,Utilities,DR
21/12/2020,Catholic Education Office ,15,0,69671,Expense,Personal,Education,DR
22/12/2020,Zone Bowling ,131,0,69540,Expense,Leisure & Lifestyle,Entertainment,DR
22/12/2020,Rip Curl ,152,0,69388,Expense,Personal,Clothing & Accessories,DR
24/12/2020,T2 Tea ,79,0,69309,Expense,Personal,Fitness & Wellbeing,DR
24/12/2020,Upwork Freelancer Payment ,24,0,69285,Income,Income,Other Income,DR
25/12/2020,Westpac Dividend Deposit ,117,0,69168,Income,Income,Investments,DR
26/12/2020,Palace Cinemas ,98,0,69070,Expense,Leisure & Lifestyle,Entertainment,DR
26/12/2020,Boost Juice Bars ,11,0,69059,Expense,Leisure & Lifestyle,Takeaway,DR
26/12/2020,Taronga Zoo ,57,0,69002,Expense,Leisure & Lifestyle,Entertainment,DR
28/12/2020,JAX Tyres ,96,0,68906,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
